,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
36865,2005,1,22,6,1917.0,1920,2216.0,2215,UA,572,N920UA,119.0,115.0,102.0,1.0,-3.0,DEN,MSP,680.0,2.0,15.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
4389,1989,1,24,2,1343.0,1340,1605.0,1609,UA,191,,322.0,329.0,,-4.0,3.0,IAD,LAX,2288.0,,,0,,0,,,,,,NO,YES
40133,2007,1,1,1,1931.0,1910,2132.0,2125,WN,1806,N650SW,121.0,135.0,108.0,7.0,21.0,TPA,CMH,829.0,2.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
12583,1993,1,16,6,930.0,800,1239.0,1116,US,80,,129.0,136.0,,83.0,90.0,MSY,DCA,969.0,,,0,,0,,,,,,YES,YES
11982,1992,1,12,7,1216.0,1220,1249.0,1257,US,93,,33.0,37.0,,-8.0,-4.0,PHX,TUS,110.0,,,0,,0,,,,,,NO,NO
1873,1987,10,24,6,2049.0,2030,2154.0,2122,PS,1547,,65.0,52.0,,32.0,19.0,LAS,LAX,236.0,,,0,,0,,,,,,YES,YES
9272,1991,1,17,4,1808.0,1800,1905.0,1859,US,136,,57.0,59.0,,6.0,8.0,PIT,BWI,210.0,,,0,,0,,,,,,YES,YES
38186,2006,1,11,3,1942.0,1945,2104.0,2105,US,1244,N723UW,82.0,80.0,60.0,-1.0,-3.0,CLT,IAD,321.0,5.0,17.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
799,1987,10,23,5,804.0,800,858.0,856,PS,1492,,54.0,56.0,,2.0,4.0,SNA,LAS,226.0,,,0,,0,,,,,,YES,YES
15493,1994,1,2,7,2041.0,2030,2144.0,2139,US,265,,63.0,69.0,,5.0,11.0,BUF,EWR,282.0,,,0,,0,,,,,,YES,YES
40890,2007,1,2,2,1717.0,1720,1759.0,1810,WN,1551,N610SW,42.0,50.0,29.0,-11.0,-3.0,DAL,OKC,181.0,3.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
21096,1997,1,6,1,913.0,905,1217.0,1139,CO,1611,N12322,304.0,274.0,264.0,38.0,8.0,CLE,PHX,1737.0,5.0,35.0,0,,0,,,,,,YES,YES
4678,1989,1,7,6,838.0,830,1133.0,1138,UA,202,,115.0,128.0,,-5.0,8.0,ORD,BOS,867.0,,,0,,0,,,,,,NO,YES
1382,1987,10,13,2,630.0,630,737.0,722,PS,1521,,67.0,52.0,,15.0,0.0,LAS,LAX,236.0,,,0,,0,,,,,,YES,NO
16774,1995,1,31,2,1609.0,1610,1713.0,1710,US,1250,N612AU,64.0,60.0,43.0,3.0,-1.0,PIT,PHL,267.0,3.0,18.0,0,,0,,,,,,YES,NO
25370,1999,1,13,3,1955.0,1955,2108.0,2106,HP,2096,N913AW,73.0,71.0,55.0,2.0,0.0,ABQ,PHX,328.0,3.0,15.0,0,,0,,,,,,YES,NO
12974,1993,1,25,1,1229.0,1220,2023.0,2010,US,90,,294.0,290.0,,13.0,9.0,LAX,PHL,2401.0,,,0,,0,,,,,,YES,YES
36076,2005,1,12,3,2206.0,2045,106.0,2359,UA,544,N835UA,120.0,134.0,99.0,67.0,81.0,ORD,BOS,867.0,6.0,15.0,0,,0,67.0,0.0,0.0,0.0,0.0,YES,YES
7852,1990,1,7,7,1200.0,1155,1236.0,1229,US,58,,36.0,34.0,,7.0,5.0,PSP,SAN,85.0,,,0,,0,,,,,,YES,YES
12113,1993,1,6,3,1728.0,1729,1828.0,1833,US,70,,60.0,64.0,,-5.0,-1.0,LGA,SYR,198.0,,,0,,0,,,,,,NO,NO
31358,2002,1,4,5,1412.0,1410,1527.0,1523,US,780,N883äâ,75.0,73.0,55.0,4.0,2.0,ORF,CLT,290.0,5.0,15.0,0,,0,,,,,,YES,YES
4185,1989,1,30,1,1029.0,830,1257.0,1131,UA,185,,328.0,361.0,,86.0,119.0,PHL,SFO,2521.0,,,0,,0,,,,,,YES,YES
41839,2007,1,2,2,1450.0,1400,1712.0,1630,WN,661,N412,142.0,150.0,117.0,42.0,50.0,MCO,PHL,861.0,5.0,20.0,0,,0,15.0,0.0,0.0,0.0,27.0,YES,YES
12747,1993,1,7,4,,1325,,2045,US,86,,,260.0,,,,SAN,PIT,2106.0,,,1,,0,,,,,,YES,YES
9692,1991,1,29,2,841.0,840,1130.0,1109,US,144,,349.0,329.0,,21.0,1.0,TPA,LAX,2158.0,,,0,,0,,,,,,YES,YES
25270,1999,1,10,7,1031.0,1028,1305.0,1249,US,1464,N703UW,154.0,141.0,113.0,16.0,3.0,TPA,PHL,920.0,5.0,36.0,0,,0,,,,,,YES,YES
16798,1995,1,13,5,2010.0,2000,2115.0,2057,US,1907,N626AU,65.0,57.0,47.0,18.0,10.0,PIT,PHL,267.0,3.0,15.0,0,,0,,,,,,YES,YES
21347,1997,1,9,4,642.0,645,830.0,831,HP,2572,N166AW,108.0,106.0,84.0,-1.0,-3.0,COS,PHX,551.0,6.0,18.0,0,,0,,,,,,NO,NO
28099,2001,1,6,6,1647.0,1650,1728.0,1744,US,378,N897äâ,41.0,54.0,30.0,-16.0,-3.0,CLT,ILM,185.0,5.0,6.0,0,,0,,,,,,NO,NO
37565,2005,1,20,4,1817.0,1641,2057.0,1918,UA,593,N433UA,280.0,277.0,240.0,99.0,96.0,BOS,DEN,1754.0,4.0,36.0,0,,0,8.0,0.0,3.0,0.0,88.0,YES,YES
36929,2005,1,4,2,1540.0,1515,1819.0,1744,UA,575,N421UA,279.0,269.0,226.0,35.0,25.0,ORD,SEA,1721.0,5.0,48.0,0,,0,25.0,0.0,10.0,0.0,0.0,YES,YES
25494,1999,1,9,6,1439.0,1441,1553.0,1555,HP,2792,N166AW,74.0,74.0,56.0,-2.0,-2.0,ABQ,PHX,328.0,7.0,11.0,0,,0,,,,,,NO,NO
17648,1995,1,16,1,1914.0,1915,2140.0,2157,AA,704,N708AA,206.0,222.0,189.0,-17.0,-1.0,SJU,PHL,1576.0,6.0,11.0,0,,0,,,,,,NO,NO
43151,2008,1,3,4,1947.0,1840,2158.0,2045,WN,835,N460WN,71.0,65.0,53.0,73.0,67.0,ONT,PHX,325.0,6.0,12.0,0,,0,1.0,0.0,6.0,0.0,66.0,YES,YES
28695,2001,1,6,6,1049.0,1050,1141.0,1143,US,403,N354äâ,52.0,53.0,31.0,-2.0,-1.0,CLT,ROA,155.0,4.0,17.0,0,,0,,,,,,NO,NO
22451,1998,1,6,2,1740.0,1740,1953.0,1955,WN,1014,N528,73.0,75.0,62.0,-2.0,0.0,BUR,PHX,369.0,4.0,7.0,0,,0,,,,,,NO,NO
23673,1998,1,3,6,2259.0,2029,51.0,2215,UA,2773,N911UA,112.0,106.0,87.0,156.0,150.0,DEN,PHX,602.0,2.0,23.0,0,,0,,,,,,YES,YES
616,1987,10,1,4,2028.0,2016,2153.0,2132,PS,1486,,85.0,76.0,,21.0,12.0,OAK,SAN,446.0,,,0,,0,,,,,,YES,YES
36261,2005,1,20,4,551.0,600,701.0,652,UA,549,N304UA,130.0,112.0,91.0,9.0,-9.0,ROC,ORD,528.0,6.0,33.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
27510,2000,1,24,1,1649.0,1645,1901.0,1853,DL,1629,N656DL,252.0,248.0,235.0,8.0,4.0,CVG,PHX,1569.0,7.0,10.0,0,,0,,,,,,YES,YES
25584,1999,1,22,5,820.0,820,930.0,930,WN,478,N690,70.0,70.0,62.0,0.0,0.0,ABQ,PHX,328.0,3.0,5.0,0,,0,,,,,,NO,NO
28941,2001,1,22,1,631.0,635,840.0,858,US,411,N524Aä,129.0,143.0,102.0,-18.0,-4.0,LGA,IND,659.0,10.0,17.0,0,,0,,,,,,NO,NO
27140,2000,1,28,5,730.0,736,945.0,1007,CO,1547,N16732,255.0,271.0,233.0,-22.0,-6.0,CLE,PHX,1737.0,3.0,19.0,0,,0,,,,,,NO,NO
37491,2005,1,3,1,1037.0,1038,1322.0,1334,UA,592,N335UA,105.0,116.0,89.0,-12.0,-1.0,DEN,MSP,680.0,4.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
28273,2001,1,2,2,1541.0,1544,1723.0,1739,US,387,N405äâ,102.0,115.0,52.0,-16.0,-3.0,LGA,PIT,335.0,6.0,44.0,0,,0,,,,,,NO,NO
8691,1991,1,28,1,1021.0,1020,1224.0,1234,US,126,,123.0,134.0,,-10.0,1.0,MCO,PIT,834.0,,,0,,0,,,,,,NO,YES
43635,2008,1,3,4,1221.0,1215,1330.0,1315,WN,1002,N745SW,69.0,60.0,57.0,15.0,6.0,RNO,SJC,188.0,3.0,9.0,0,,0,4.0,0.0,9.0,0.0,2.0,YES,YES
35497,2004,1,30,5,1213.0,1155,1441.0,1444,UA,499,N573UA,208.0,229.0,186.0,-3.0,18.0,ORD,PHX,1440.0,5.0,17.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
19201,1996,1,15,1,1617.0,1610,1812.0,1817,DL,1521,N958DL,235.0,247.0,214.0,-5.0,7.0,CVG,PHX,1569.0,4.0,17.0,0,,0,,,,,,NO,YES
21100,1997,1,10,5,904.0,905,1126.0,1139,CO,1611,N14337,262.0,274.0,233.0,-13.0,-1.0,CLE,PHX,1737.0,5.0,24.0,0,,0,,,,,,NO,NO
12161,1993,1,27,3,1405.0,1405,1629.0,1643,US,70,,144.0,158.0,,-14.0,0.0,TPA,LGA,1011.0,,,0,,0,,,,,,NO,NO
18874,1996,1,25,4,1630.0,1630,1911.0,1834,HP,31,N632AW,281.0,244.0,265.0,37.0,0.0,CMH,PHX,1671.0,3.0,13.0,0,,0,,,,,,YES,NO
8770,1991,1,26,6,1812.0,1810,2034.0,2039,US,127,,142.0,149.0,,-5.0,2.0,PBI,PIT,952.0,,,0,,0,,,,,,NO,YES
30655,2002,1,3,4,1732.0,1725,1850.0,1843,US,755,N586äâ,78.0,78.0,39.0,7.0,7.0,CLT,ATL,227.0,5.0,34.0,0,,0,,,,,,YES,YES
26648,2000,1,25,2,650.0,651,910.0,908,HP,2433,N157AW,80.0,77.0,59.0,2.0,-1.0,BUR,PHX,369.0,6.0,15.0,0,,0,,,,,,YES,NO
13915,1993,1,27,3,1711.0,1700,1823.0,1812,US,115,,72.0,72.0,,11.0,11.0,BUF,LGA,292.0,,,0,,0,,,,,,YES,YES
7960,1990,1,28,7,758.0,800,855.0,901,US,59,,57.0,61.0,,-6.0,-2.0,ABE,PIT,253.0,,,0,,0,,,,,,NO,NO
5172,1989,1,24,2,629.0,630,919.0,915,UA,216,,110.0,105.0,,4.0,-1.0,DEN,DFW,641.0,,,0,,0,,,,,,YES,NO
2787,1988,1,4,1,956.0,955,1047.0,1035,PS,1400,,51.0,40.0,,12.0,1.0,LAX,SAN,109.0,,,0,,0,,,,,,YES,YES
26849,2000,1,24,1,2055.0,2055,2307.0,2300,WN,1389,N90,72.0,65.0,55.0,7.0,0.0,BUR,PHX,369.0,7.0,10.0,0,,0,,,,,,YES,NO
18528,1996,1,10,3,1736.0,1740,1959.0,1956,HP,1649,N156AW,83.0,76.0,70.0,3.0,-4.0,BUR,PHX,369.0,5.0,8.0,0,,0,,,,,,YES,NO
33562,2003,1,7,2,1947.0,1950,2214.0,2240,UA,1079,N447UA,147.0,170.0,129.0,-26.0,-3.0,ORD,SAT,1041.0,4.0,14.0,0,,0,,,,,,NO,NO
28072,2001,1,10,3,1423.0,1425,1540.0,1551,US,378,N865äâ,77.0,86.0,65.0,-11.0,-2.0,CLE,CLT,430.0,5.0,7.0,0,,0,,,,,,NO,NO
9666,1991,1,3,4,854.0,840,1114.0,1109,US,144,,320.0,329.0,,5.0,14.0,TPA,LAX,2158.0,,,0,,0,,,,,,YES,YES
758,1987,10,30,5,1758.0,1746,1917.0,1905,PS,1491,,79.0,79.0,,12.0,12.0,SNA,OAK,371.0,,,0,,0,,,,,,YES,YES
11387,1992,1,3,5,1256.0,1255,1452.0,1510,US,81,,176.0,195.0,,-18.0,1.0,PIT,IAH,1117.0,,,0,,0,,,,,,NO,YES
14201,1994,1,27,4,11.0,2030,137.0,2153,US,231,,86.0,83.0,,224.0,221.0,PHL,GSO,365.0,,,0,,0,,,,,,YES,YES
40364,2007,1,2,2,1244.0,1245,1408.0,1415,WN,1103,N435,144.0,150.0,130.0,-7.0,-1.0,BDL,MDW,777.0,3.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
3989,1988,1,3,7,1300.0,1300,1428.0,1421,PS,1479,,88.0,81.0,,7.0,0.0,SAN,OAK,446.0,,,0,,0,,,,,,YES,NO
4306,1989,1,5,4,2115.0,2100,2257.0,2214,UA,188,,102.0,74.0,,43.0,15.0,SFO,LAX,337.0,,,0,,0,,,,,,YES,YES
25212,1999,1,1,5,707.0,645,938.0,912,US,1080,N524AU,151.0,147.0,136.0,26.0,22.0,TPA,PHL,920.0,3.0,12.0,0,,0,,,,,,YES,YES
9652,1991,1,20,7,1202.0,1200,1318.0,1313,US,144,,76.0,73.0,,5.0,2.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
23060,1998,1,29,4,903.0,900,1054.0,1110,DL,319,N534DA,231.0,250.0,215.0,-16.0,3.0,CVG,PHX,1569.0,5.0,11.0,0,,0,,,,,,NO,YES
33290,2003,1,2,4,1522.0,1522,1752.0,1752,UA,1072,N934UA,90.0,90.0,72.0,0.0,0.0,DEN,TUL,541.0,4.0,14.0,0,,0,,,,,,NO,NO
17498,1995,1,17,2,1506.0,1455,1740.0,1726,US,1030,N509AU,154.0,151.0,135.0,14.0,11.0,RSW,PHL,992.0,7.0,12.0,0,,0,,,,,,YES,YES
5959,1989,1,11,3,1730.0,1630,1918.0,1800,UA,237,,168.0,150.0,,78.0,60.0,ORD,DEN,888.0,,,0,,0,,,,,,YES,YES
18015,1996,1,22,1,1559.0,1550,1812.0,1745,DL,411,N538DA,253.0,235.0,238.0,27.0,9.0,ATL,PHX,1587.0,3.0,12.0,0,,0,,,,,,YES,YES
23064,1998,1,2,5,2037.0,2035,2240.0,2243,DL,647,N910DE,243.0,248.0,212.0,-3.0,2.0,CVG,PHX,1569.0,5.0,26.0,0,,0,,,,,,NO,YES
20034,1997,1,1,3,1325.0,1305,1420.0,1415,WN,1579,N50,55.0,70.0,45.0,5.0,20.0,ABQ,PHX,328.0,2.0,8.0,0,,0,,,,,,YES,YES
9947,1991,1,23,3,705.0,700,826.0,821,US,150,,81.0,81.0,,5.0,5.0,CLE,LGA,418.0,,,0,,0,,,,,,YES,YES
953,1987,10,22,4,1835.0,1745,1957.0,1855,PS,1500,,82.0,70.0,,62.0,50.0,SMF,LAX,373.0,,,0,,0,,,,,,YES,YES
27358,2000,1,18,2,1419.0,1423,1610.0,1611,HP,2456,N323AW,111.0,108.0,85.0,-1.0,-4.0,COS,PHX,551.0,12.0,14.0,0,,0,,,,,,NO,NO
40884,2007,1,2,2,1727.0,1715,1842.0,1830,WN,1177,N528,75.0,75.0,61.0,12.0,12.0,DAL,MSY,437.0,4.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
28519,2001,1,5,5,1642.0,1605,1816.0,1727,US,398,N443äâ,94.0,82.0,54.0,49.0,37.0,PHL,PWM,365.0,2.0,38.0,0,,0,,,,,,YES,YES
16885,1995,1,8,7,1838.0,1840,1944.0,1949,US,931,N442US,66.0,69.0,54.0,-5.0,-2.0,PVD,PHL,238.0,4.0,8.0,0,,0,,,,,,NO,NO
29039,2001,1,2,2,1402.0,1400,1505.0,1457,US,419,N394äâ,63.0,57.0,44.0,8.0,2.0,PIT,AVP,243.0,4.0,15.0,0,,0,,,,,,YES,YES
37444,2005,1,18,2,1449.0,1453,1653.0,1643,UA,591,N534UA,184.0,170.0,163.0,10.0,-4.0,DEN,SEA,1024.0,5.0,16.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
14771,1994,1,5,3,946.0,630,1042.0,730,US,246,,56.0,60.0,,192.0,196.0,GSO,DCA,248.0,,,0,,0,,,,,,YES,YES
21058,1997,1,26,7,1122.0,1100,1335.0,1315,WN,1488,N328,73.0,75.0,58.0,20.0,22.0,BUR,PHX,369.0,3.0,12.0,0,,0,,,,,,YES,YES
8282,1991,1,15,2,930.0,930,1000.0,1000,US,119,,90.0,90.0,,0.0,0.0,IND,MCI,451.0,,,0,,0,,,,,,NO,NO
29641,2001,1,8,1,1828.0,1829,2018.0,2028,US,435,N376äâ,110.0,119.0,83.0,-10.0,-1.0,BOS,PIT,496.0,5.0,22.0,0,,0,,,,,,NO,NO
19083,1996,1,21,7,1210.0,1210,1401.0,1350,HP,1241,N149AW,111.0,100.0,95.0,11.0,0.0,COS,PHX,551.0,6.0,10.0,0,,0,,,,,,YES,NO
28109,2001,1,16,2,1649.0,1650,1747.0,1745,US,378,N864äâ,58.0,55.0,34.0,2.0,-1.0,CLT,ILM,185.0,9.0,15.0,0,,0,,,,,,YES,NO
35313,2004,1,1,4,654.0,700,943.0,1006,UA,494,N489UA,109.0,126.0,95.0,-23.0,-6.0,ORD,MHT,843.0,3.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
29352,2001,1,17,3,712.0,715,953.0,954,US,428,N374äâ,101.0,99.0,78.0,-1.0,-3.0,STL,CLT,575.0,10.0,13.0,0,,0,,,,,,NO,NO
30365,2002,1,13,7,705.0,700,1041.0,1042,US,744,N523Aä,156.0,162.0,138.0,-1.0,5.0,IAH,PIT,1117.0,6.0,12.0,0,,0,,,,,,NO,YES
29853,2001,1,15,1,659.0,700,834.0,742,US,441,N441äâ,155.0,102.0,70.0,52.0,-1.0,PIT,ORD,412.0,9.0,76.0,0,,0,,,,,,YES,NO
27448,2000,1,24,1,1252.0,1255,1501.0,1457,DL,159,N2817W,249.0,242.0,219.0,4.0,-3.0,CVG,PHX,1569.0,8.0,22.0,0,,0,,,,,,YES,NO
19828,1996,1,19,5,1959.0,0,2134.0,0,AA,1107,N444AA,155.0,153.0,139.0,38.0,36.0,DFW,PHX,868.0,5.0,11.0,0,,0,,,,,,YES,YES
15469,1994,1,8,6,,905,,1215,US,263,,,190.0,,,,LGA,MIA,1097.0,,,1,,0,,,,,,YES,YES
3120,1988,1,31,7,1929.0,1930,2037.0,2048,PS,1427,,68.0,78.0,,-11.0,-1.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,NO
41205,2007,1,2,2,2002.0,1950,2113.0,2110,WN,1867,N515,71.0,80.0,61.0,3.0,12.0,HOU,TUL,453.0,4.0,6.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
12141,1993,1,7,4,1404.0,1405,1628.0,1643,US,70,,144.0,158.0,,-15.0,-1.0,TPA,LGA,1011.0,,,0,,0,,,,,,NO,NO
2159,1988,1,30,6,1610.0,1610,1627.0,1630,PI,944,,17.0,20.0,,-3.0,0.0,UCA,SYR,37.0,,,0,,0,,,,,,NO,NO
15443,1994,1,13,4,826.0,825,928.0,927,US,262,,62.0,62.0,,1.0,1.0,PIT,BWI,210.0,,,0,,0,,,,,,YES,YES
5446,1989,1,3,2,1423.0,1345,1657.0,1622,UA,224,,94.0,97.0,,35.0,38.0,ORD,ABE,654.0,,,0,,0,,,,,,YES,YES
31368,2002,1,14,1,1401.0,1410,1511.0,1524,US,780,N857äâ,70.0,74.0,56.0,-13.0,-9.0,ORF,CLT,290.0,4.0,10.0,0,,0,,,,,,NO,NO
2446,1988,1,7,4,2119.0,2055,2244.0,2155,PI,954,,85.0,60.0,,49.0,24.0,BWI,JFK,184.0,,,0,,0,,,,,,YES,YES
10307,1992,1,23,4,754.0,755,840.0,835,US,58,,46.0,40.0,,5.0,-1.0,SAN,LAX,109.0,,,0,,0,,,,,,YES,NO
16273,1995,1,16,1,1125.0,1125,1215.0,1220,US,360,N920VJ,50.0,55.0,40.0,-5.0,0.0,ORF,PHL,211.0,3.0,7.0,0,,0,,,,,,NO,NO
22721,1998,1,26,1,830.0,815,1100.0,1057,US,175,N524AU,270.0,282.0,248.0,3.0,15.0,CLT,PHX,1774.0,3.0,19.0,0,,0,,,,,,YES,YES
37867,2005,1,8,6,811.0,815,1055.0,1030,UA,601,N801UA,284.0,255.0,255.0,25.0,-4.0,ORD,SAN,1723.0,4.0,25.0,0,,0,0.0,0.0,25.0,0.0,0.0,YES,NO
32156,2003,1,15,3,1449.0,1445,1605.0,1610,UA,1027,N332UA,76.0,85.0,65.0,-5.0,4.0,ORD,MSP,334.0,2.0,9.0,0,,0,,,,,,NO,YES
26454,2000,1,11,2,1743.0,1747,2133.0,2135,HP,2442,N654AW,350.0,348.0,323.0,-2.0,-4.0,BOS,PHX,2300.0,6.0,21.0,0,,0,,,,,,NO,NO
6261,1990,1,29,1,1747.0,1740,2059.0,2047,US,32,,132.0,127.0,,12.0,7.0,MSY,PIT,918.0,,,0,,0,,,,,,YES,YES
11929,1992,1,27,1,755.0,755,859.0,851,US,93,,64.0,56.0,,8.0,0.0,CMH,IND,182.0,,,0,,0,,,,,,YES,NO
33109,2003,1,29,3,1009.0,1010,1451.0,1449,UA,1068,N815UA,162.0,159.0,139.0,2.0,-1.0,DEN,DTW,1123.0,7.0,16.0,0,,0,,,,,,YES,NO
35290,2004,1,15,4,1604.0,1510,1719.0,1637,UA,493,N385UA,75.0,87.0,62.0,42.0,54.0,ORD,MCI,403.0,3.0,10.0,0,,0,0.0,0.0,0.0,0.0,42.0,YES,YES
33509,2003,1,16,4,1558.0,1600,1724.0,1721,UA,1077,N332UA,86.0,81.0,71.0,3.0,-2.0,SFO,SAN,447.0,3.0,12.0,0,,0,,,,,,YES,NO
1289,1987,10,28,3,857.0,843,1102.0,1037,PS,1517,,125.0,114.0,,25.0,14.0,SFO,GEG,733.0,,,0,,0,,,,,,YES,YES
16669,1995,1,16,1,715.0,715,826.0,817,US,970,N864US,71.0,62.0,44.0,9.0,0.0,PIT,PHL,267.0,5.0,22.0,0,,0,,,,,,YES,NO
12752,1993,1,13,3,1409.0,1325,2120.0,2045,US,86,,251.0,260.0,,35.0,44.0,SAN,PIT,2106.0,,,0,,0,,,,,,YES,YES
21592,1997,1,11,6,1415.0,1415,1619.0,1602,HP,2028,N327AW,124.0,107.0,94.0,17.0,0.0,DEN,PHX,602.0,5.0,25.0,0,,0,,,,,,YES,NO
4867,1989,1,11,3,1240.0,1240,1813.0,1810,UA,206,,213.0,210.0,,3.0,0.0,SFO,IAH,1635.0,,,0,,0,,,,,,YES,NO
22702,1998,1,7,3,823.0,815,1036.0,1057,US,175,N562AU,253.0,282.0,233.0,-21.0,8.0,CLT,PHX,1774.0,2.0,18.0,0,,0,,,,,,NO,YES
21218,1997,1,4,6,1138.0,1125,1348.0,1329,HP,2657,N914AW,250.0,244.0,232.0,19.0,13.0,CMH,PHX,1671.0,6.0,12.0,0,,0,,,,,,YES,YES
19771,1996,1,24,3,924.0,0,1054.0,0,AA,563,N506AA,150.0,152.0,134.0,-1.0,1.0,DFW,PHX,868.0,2.0,14.0,0,,0,,,,,,NO,YES
29007,2001,1,3,3,2229.0,2225,36.0,2348,US,416,N356äâ,127.0,83.0,64.0,48.0,4.0,PIT,PVD,467.0,8.0,55.0,0,,0,,,,,,YES,YES
39773,2006,1,12,4,859.0,900,1042.0,1032,US,372,N631AW,283.0,272.0,244.0,10.0,-1.0,CMH,LAS,1772.0,8.0,31.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
37160,2005,1,5,3,1116.0,1120,1351.0,1346,UA,582,N311UA,95.0,86.0,54.0,5.0,-4.0,ORD,PIT,412.0,5.0,36.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
28589,2001,1,17,3,2051.0,2055,2217.0,2224,US,399,N802äâ,146.0,149.0,127.0,-7.0,-4.0,PIT,MCI,773.0,7.0,12.0,0,,0,,,,,,NO,NO
31764,2002,1,28,1,1656.0,1655,1809.0,1800,US,799,N356äâ,73.0,65.0,50.0,9.0,1.0,ATL,CLT,227.0,6.0,17.0,0,,0,,,,,,YES,YES
33094,2003,1,14,2,1007.0,1010,1435.0,1449,UA,1068,N855UA,148.0,159.0,135.0,-14.0,-3.0,DEN,DTW,1123.0,4.0,9.0,0,,0,,,,,,NO,NO
42384,2008,1,3,4,1558.0,1245,1709.0,1405,WN,776,N901WN,71.0,80.0,60.0,184.0,193.0,LAX,SFO,337.0,7.0,4.0,0,,0,184.0,0.0,0.0,0.0,0.0,YES,YES
16055,1995,1,11,3,1240.0,1150,1530.0,1440,UA,1845,N925UA,110.0,110.0,87.0,50.0,50.0,ORD,PHL,678.0,5.0,18.0,0,,0,,,,,,YES,YES
24361,1999,1,31,7,1226.0,1210,2040.0,2000,US,106,N703UW,314.0,290.0,293.0,40.0,16.0,SEA,PHL,2378.0,4.0,17.0,0,,0,,,,,,YES,YES
33195,2003,1,31,5,2022.0,1738,2051.0,1820,UA,1069,N466UA,89.0,102.0,61.0,151.0,164.0,PIT,ORD,412.0,14.0,14.0,0,,0,,,,,,YES,YES
17298,1995,1,24,2,1948.0,1945,2035.0,2042,US,2600,N254AU,47.0,57.0,38.0,-7.0,3.0,RIC,PHL,198.0,3.0,6.0,0,,0,,,,,,NO,YES
5794,1989,1,19,4,1501.0,1500,1629.0,1629,UA,233,,148.0,149.0,,0.0,1.0,ORD,DEN,888.0,,,0,,0,,,,,,NO,YES
42570,2008,1,3,4,2103.0,2055,2158.0,2155,WN,380,N444WN,55.0,60.0,39.0,3.0,8.0,MCO,FLL,178.0,4.0,12.0,0,,0,,,,,,YES,YES
32647,2003,1,25,6,1839.0,1845,1957.0,2012,UA,1054,N333UA,78.0,87.0,64.0,-15.0,-6.0,SAN,SFO,447.0,3.0,11.0,0,,0,,,,,,NO,NO
35159,2004,1,23,5,836.0,840,1341.0,1348,UA,490,N806UA,185.0,188.0,167.0,-7.0,-4.0,DEN,IAD,1452.0,6.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
16892,1995,1,16,1,1842.0,1840,1945.0,1949,US,931,N417US,63.0,69.0,48.0,-4.0,2.0,PVD,PHL,238.0,4.0,11.0,0,,0,,,,,,NO,YES
26613,2000,1,16,7,957.0,1001,1226.0,1224,HP,2273,N166AW,89.0,83.0,72.0,2.0,-4.0,BUR,PHX,369.0,6.0,11.0,0,,0,,,,,,YES,NO
23946,1998,1,12,1,1700.0,0,1823.0,0,AA,1175,N246AA,143.0,150.0,129.0,-11.0,-4.0,DFW,PHX,868.0,3.0,11.0,0,,0,,,,,,NO,NO
40853,2007,1,2,2,629.0,630,725.0,725,WN,201,N503,56.0,55.0,46.0,0.0,-1.0,DAL,HOU,239.0,3.0,7.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
184,1987,10,26,1,1121.0,1120,1258.0,1250,PS,1459,,97.0,90.0,,8.0,1.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
442,1987,10,4,7,1210.0,1210,1330.0,1322,PS,1478,,80.0,72.0,,8.0,0.0,OAK,SAN,446.0,,,0,,0,,,,,,YES,NO
5028,1989,1,27,5,1343.0,1345,1435.0,1442,UA,211,,112.0,117.0,,-7.0,-2.0,BWI,ORD,622.0,,,0,,0,,,,,,NO,NO
24985,1999,1,21,4,1657.0,1655,2021.0,2009,US,2134,N776AU,264.0,254.0,242.0,12.0,2.0,STX,PHL,1650.0,10.0,12.0,0,,0,,,,,,YES,YES
