Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
1992,1,4,6,957,955,1105,1112,US,83,,68,77,,-7,2,PIT,IND,325,,,0,,0,,,,,,NO,YES
2004,1,8,4,1748,1750,1942,1916,UA,475,N919UA,174,146,125,26,-2,IAH,DEN,861,7,42,0,,0,0,0,26,0,0,YES,NO
1997,1,22,3,710,710,933,929,HP,2202,N307AW,83,79,65,4,0,BUR,PHX,369,3,15,0,,0,,,,,,YES,NO
2000,1,25,2,1243,1247,1456,1506,HP,2206,N168AW,73,79,58,-10,-4,BUR,PHX,369,7,8,0,,0,,,,,,NO,NO
2004,1,14,3,855,900,1152,1152,UA,486,N839UA,117,112,87,0,-5,ORD,PHL,678,8,22,0,,0,0,0,0,0,0,NO,NO
2001,1,30,2,1744,1745,1841,1836,US,418,N854äâ,57,51,32,5,-1,CLT,ROA,155,5,20,0,,0,,,,,,YES,NO
2001,1,20,6,1448,1455,1702,1706,US,421,N867äâ,74,71,50,-4,-7,BHM,CLT,351,18,6,0,,0,,,,,,NO,NO
1990,1,1,1,1424,1315,2149,2041,US,54,,265,266,,68,69,SAN,PIT,2106,,,0,,0,,,,,,YES,YES
2005,1,20,4,1219,1042,1253,1105,UA,553,N918UA,94,83,50,108,97,DAY,ORD,240,5,39,0,,0,0,0,108,0,0,YES,YES
2007,1,2,2,1942,1910,2023,2005,WN,2494,N319,101,115,82,18,32,DEN,LAS,629,4,15,0,,0,3,0,0,0,15,YES,YES
1996,1,22,1,800,800,1009,1010,WN,1534,N351,69,70,56,-1,0,BUR,PHX,369,5,8,0,,0,,,,,,NO,NO
2002,1,25,5,2005,2010,2127,2132,US,753,N449äâ,82,82,60,-5,-5,BWI,CLT,361,8,14,0,,0,,,,,,NO,NO
2008,1,3,4,726,705,957,950,WN,3675,N269WN,91,105,79,7,21,MDW,RDU,632,4,8,0,,0,,,,,,YES,YES
2001,1,8,1,1648,1650,1739,1745,US,378,N892äâ,51,55,35,-6,-2,CLT,ILM,185,4,12,0,,0,,,,,,NO,NO
1995,1,14,6,1414,1415,1738,1726,US,752,N970VJ,144,131,109,12,-1,STL,PHL,813,7,28,0,,0,,,,,,YES,NO
2006,1,11,3,2104,2100,2235,2221,US,2050,N762UW,91,81,65,14,4,DCA,BOS,399,3,23,0,,0,0,0,0,0,0,YES,YES
1989,1,28,6,658,655,758,807,UA,205,,60,72,,-9,3,MSY,IAH,305,,,0,,0,,,,,,NO,YES
1989,1,1,7,1604,1550,1637,1616,UA,227,,93,86,,21,14,OMA,DEN,472,,,0,,0,,,,,,YES,YES
1989,1,21,6,1307,1300,1430,1424,UA,231,,143,144,,6,7,ORD,DEN,888,,,0,,0,,,,,,YES,YES
2001,1,25,4,,1650,,1745,US,378,äNKNOæ,,55,,,,CLT,ILM,185,0,0,1,,0,,,,,,YES,YES
2003,1,8,3,1812,1717,1914,1845,UA,1059,N930UA,122,148,111,29,55,IAH,DEN,861,5,6,0,,0,,,,,,YES,YES
1999,1,5,2,1301,1220,1512,1444,US,380,N805US,131,144,118,28,41,TPA,PHL,920,3,10,0,,0,,,,,,YES,YES
1992,1,18,6,613,615,726,728,US,75,,73,73,,-2,-2,SMF,LAX,373,,,0,,0,,,,,,NO,NO
1997,1,8,3,1100,1100,1318,1315,WN,1488,N356,78,75,63,3,0,BUR,PHX,369,3,12,0,,0,,,,,,YES,NO
2000,1,22,6,957,1001,1229,1224,HP,2273,N331AW,92,83,45,5,-4,BUR,PHX,369,24,23,0,,0,,,,,,YES,NO
1995,1,2,1,1838,1820,2004,1949,US,410,N391US,86,89,74,15,18,PWM,PHL,365,4,8,0,,0,,,,,,YES,YES
1998,1,28,3,1655,1655,1837,1841,HP,2840,N621AW,102,106,85,-4,0,DEN,PHX,602,5,12,0,,0,,,,,,NO,NO
1989,1,22,7,853,830,1158,1138,UA,202,,125,128,,20,23,ORD,BOS,867,,,0,,0,,,,,,YES,YES
2005,1,31,1,1948,1950,2253,2250,UA,543,N340UA,185,180,165,3,-2,ORD,SAT,1041,6,14,0,,0,0,0,0,0,0,YES,NO
2003,1,13,1,956,1005,1214,1229,UA,1078,N376UA,78,84,61,-15,-9,DEN,OMA,472,5,12,0,,0,,,,,,NO,NO
2007,1,2,2,1556,1530,1652,1635,WN,2294,N227,116,125,103,17,26,BWI,MDW,611,3,10,0,,0,11,0,0,0,6,YES,YES
2007,1,2,2,1040,1040,1214,1220,WN,1114,N492,154,160,133,-6,0,MCO,MDW,989,6,15,0,,0,0,0,0,0,0,NO,NO
1989,1,26,4,1115,1100,1216,1200,UA,207,,121,120,,16,15,RIC,ORD,642,,,0,,0,,,,,,YES,YES
1997,1,22,3,643,645,833,831,HP,2572,N179AW,110,106,94,2,-2,COS,PHX,551,2,14,0,,0,,,,,,YES,NO
2007,1,2,2,1634,1610,1727,1710,WN,2197,N466,53,60,40,17,24,MCO,FLL,178,3,10,0,,0,8,0,0,0,9,YES,YES
1987,10,20,2,1129,1130,1237,1234,PS,1524,,68,64,,3,-1,SFO,BUR,326,,,0,,0,,,,,,YES,NO
2001,1,19,5,,2005,,2138,US,391,äNKNOæ,,93,,,,BOS,ROC,343,0,0,1,,0,,,,,,YES,YES
1994,1,10,1,1015,945,1250,1231,US,259,,155,166,,19,30,LGA,MCO,950,,,0,,0,,,,,,YES,YES
1995,1,13,5,728,705,849,800,US,2722,N243US,81,55,69,49,23,RIC,PHL,198,6,6,0,,0,,,,,,YES,YES
1997,1,23,4,1917,1917,2134,2133,HP,2611,N637AW,257,256,233,1,0,ATL,PHX,1587,3,21,0,,0,,,,,,YES,NO
1993,1,13,3,1439,1410,1624,1550,US,74,,105,100,,34,29,CLE,BOS,563,,,0,,0,,,,,,YES,YES
1992,1,28,2,800,800,848,854,US,83,,48,54,,-6,0,BUF,PIT,186,,,0,,0,,,,,,NO,NO
1996,1,1,1,929,930,1127,1122,UA,1027,N563UA,118,112,78,5,-1,DEN,PHX,602,21,19,0,,0,,,,,,YES,NO
1992,1,17,5,748,740,857,843,US,77,,69,63,,14,8,PIT,DTW,201,,,0,,0,,,,,,YES,YES
1991,1,7,1,710,705,814,803,US,123,,64,58,,11,5,LEX,PIT,289,,,0,,0,,,,,,YES,YES
2007,1,2,2,845,845,851,900,WN,259,N740,66,75,54,-9,0,CLE,MDW,307,5,7,0,,0,0,0,0,0,0,NO,NO
1993,1,9,6,832,830,1027,1024,US,75,,115,114,,3,2,CLT,RSW,600,,,0,,0,,,,,,YES,YES
1992,1,25,6,701,700,809,815,US,61,,68,75,,-6,1,ALB,BWI,288,,,0,,0,,,,,,NO,YES
1997,1,28,2,1733,1735,1949,1945,DL,689,N1402A,256,250,218,4,-2,ATL,PHX,1587,5,33,0,,0,,,,,,YES,NO
2003,1,22,3,1801,1805,1922,1930,UA,1049,N930UA,81,85,63,-8,-4,SFO,SAN,447,2,16,0,,0,,,,,,NO,NO
2004,1,15,4,1006,1015,1453,1509,UA,510,N323UA,167,174,150,-16,-9,DEN,ATL,1199,5,12,0,,0,0,0,0,0,0,NO,NO
2006,1,11,3,1208,1045,1409,1250,US,1696,N816MA,121,125,102,79,83,JAX,PHL,742,4,15,0,,0,0,0,58,0,21,YES,YES
1999,1,16,6,1559,1550,1753,1753,DL,411,N616DL,234,243,214,0,9,ATL,PHX,1587,5,15,0,,0,,,,,,NO,YES
1995,1,3,2,1512,1455,1726,1727,US,1030,N587US,134,152,121,-1,17,RSW,PHL,992,4,9,0,,0,,,,,,NO,YES
2002,1,30,3,1756,1740,2013,2005,US,761,N708äæ,137,145,112,8,16,BOS,CLT,728,3,22,0,,0,,,,,,YES,YES
2005,1,18,2,725,725,957,937,UA,578,N933UA,92,72,52,20,0,ORD,CLE,316,5,35,0,,0,0,0,20,0,0,YES,NO
2008,1,3,4,1806,1740,2126,2115,WN,26,N330SW,140,155,127,11,26,MDW,TPA,997,5,8,0,,0,,,,,,YES,YES
1996,1,6,6,1456,1445,1628,1632,UA,569,N7450U,92,107,75,-4,11,DEN,PHX,602,3,14,0,,0,,,,,,NO,YES
2004,1,22,4,1152,1200,1322,1315,UA,487,N306UA,150,135,121,7,-8,PHL,ORD,678,6,23,0,,0,0,0,0,0,0,YES,NO
1990,1,4,4,1754,1750,2011,2022,US,33,,317,332,,-11,4,PIT,SFO,2254,,,0,,0,,,,,,NO,YES
1989,1,29,7,1848,1740,2005,1908,UA,218,,77,88,,57,68,MCI,ORD,403,,,0,,0,,,,,,YES,YES
1993,1,10,7,1228,1220,2022,2010,US,90,,294,290,,12,8,LAX,PHL,2401,,,0,,0,,,,,,YES,YES
1999,1,20,3,1131,1100,1920,1907,UA,32,N807UA,289,307,269,13,31,SFO,PHL,2521,4,16,0,,0,,,,,,YES,YES
1995,1,25,3,1155,1155,1821,1814,US,772,N431US,266,259,250,7,0,PHX,PHL,2075,4,12,0,,0,,,,,,YES,NO
1997,1,13,1,800,800,1035,1010,WN,1534,N600,95,70,68,25,0,BUR,PHX,369,10,17,0,,0,,,,,,YES,NO
2002,1,5,6,2051,2055,2150,2156,US,743,N375äâ,59,61,41,-6,-4,PIT,DAY,215,5,13,0,,0,,,,,,NO,NO
1998,1,25,7,1651,1655,1842,1841,HP,2840,N624AW,111,106,95,1,-4,DEN,PHX,602,6,10,0,,0,,,,,,YES,NO
2001,1,23,2,725,730,904,848,US,393,N715äæ,99,78,62,16,-5,DCA,CLT,331,4,33,0,,0,,,,,,YES,NO
2004,1,18,7,1324,1330,1722,1702,UA,468,N420UA,178,152,125,20,-6,ORD,TPA,1012,4,49,0,,0,0,0,20,0,0,YES,NO
2002,1,18,5,1801,1755,1956,1950,US,759,N559Aä,115,115,83,6,6,BOS,PIT,496,7,25,0,,0,,,,,,YES,YES
1992,1,19,7,1344,1340,1634,1621,US,91,,170,161,,13,4,PHL,PBI,951,,,0,,0,,,,,,YES,YES
1999,1,21,4,1232,1220,2101,2027,US,66,N608AU,329,307,305,34,12,SFO,PHL,2521,4,20,0,,0,,,,,,YES,YES
2006,1,11,3,2027,2035,2159,2201,US,690,N326AW,92,86,57,-2,-8,SFO,LAS,414,6,29,0,,0,0,0,0,0,0,NO,NO
2004,1,22,4,1542,1546,1723,1715,UA,482,N393UA,101,89,60,8,-4,OMA,ORD,416,19,22,0,,0,0,0,0,0,0,YES,NO
2000,1,23,7,556,600,749,754,HP,2803,N173AW,113,114,95,-5,-4,DEN,PHX,602,6,12,0,,0,,,,,,NO,NO
1989,1,27,5,901,830,1142,1131,UA,185,,341,361,,11,31,PHL,SFO,2521,,,0,,0,,,,,,YES,YES
2004,1,25,7,1543,1545,2213,2119,UA,512,N522UA,270,214,197,54,-2,DEN,MIA,1709,5,68,0,,0,0,0,54,0,0,YES,NO
2001,1,31,3,2052,2055,2208,2224,US,399,N812äâ,136,149,116,-16,-3,PIT,MCI,773,5,15,0,,0,,,,,,NO,NO
1998,1,15,4,1658,1655,1840,1841,HP,2840,N637AW,102,106,87,-1,3,DEN,PHX,602,5,10,0,,0,,,,,,NO,YES
2002,1,3,4,,1000,,1130,US,774,äNKNOæ,,90,,,,CLE,CLT,430,0,0,1,,0,,,,,,YES,YES
2007,1,2,2,703,700,853,900,WN,1648,N304SW,230,240,208,-7,3,IND,PHX,1489,5,17,0,,0,0,0,0,0,0,NO,YES
2005,1,23,7,,1005,,1551,UA,584,0,,226,,,,DEN,BOS,1754,0,0,1,B,0,0,0,0,0,0,YES,YES
2004,1,30,5,720,725,904,933,UA,469,N825UA,224,248,208,-29,-5,MSY,LAX,1671,7,9,0,,0,0,0,0,0,0,NO,NO
1992,1,27,1,755,755,859,851,US,93,,64,56,,8,0,CMH,IND,182,,,0,,0,,,,,,YES,NO
1995,1,4,3,1556,1550,1650,1654,US,710,N238US,54,64,44,-4,6,PIT,PHL,267,3,7,0,,0,,,,,,NO,YES
1999,1,23,6,910,910,1037,1020,WN,1737,N697,87,70,65,17,0,ABQ,PHX,328,5,17,0,,0,,,,,,YES,NO
1989,1,13,5,1255,1245,1604,1555,UA,232,,129,130,,9,10,DEN,ORD,888,,,0,,0,,,,,,YES,YES
2000,1,25,2,1431,1415,1709,1705,WN,160,N737,218,230,210,4,16,BNA,PHX,1448,3,5,0,,0,,,,,,YES,YES
1989,1,6,5,627,630,917,915,UA,216,,110,105,,2,-3,DEN,DFW,641,,,0,,0,,,,,,YES,NO
1990,1,30,2,1317,1320,1440,1449,US,56,,83,89,,-9,-3,PIT,ISP,375,,,0,,0,,,,,,NO,NO
1998,1,5,1,2230,2130,37,2314,UA,2775,N386UA,127,104,88,83,60,DEN,PHX,602,3,36,0,,0,,,,,,YES,YES
2006,1,11,3,1613,1545,1738,1718,US,741,N770UW,85,93,58,20,28,LGA,PIT,335,5,22,0,,0,0,0,0,0,20,YES,YES
1990,1,30,2,1425,1425,1453,1452,US,55,,88,87,,1,0,TUS,LAX,451,,,0,,0,,,,,,YES,NO
2006,1,12,4,1352,1400,1505,1506,US,2131,N752UW,73,66,55,-1,-8,BOS,LGA,185,7,11,0,,0,0,0,0,0,0,NO,NO
1997,1,9,4,837,825,1122,1110,WN,440,N620,225,225,214,12,12,BNA,PHX,1448,3,8,0,,0,,,,,,YES,YES
1992,1,4,6,1645,1640,1739,1743,US,76,,54,63,,-4,5,PIT,BWI,210,,,0,,0,,,,,,NO,YES
2008,1,3,4,1609,1600,1819,1815,WN,90,N609SW,70,75,56,4,9,LAX,PHX,370,5,9,0,,0,,,,,,YES,YES
1990,1,21,7,1111,1110,1244,1243,US,49,,93,93,,1,1,LGA,CLE,418,,,0,,0,,,,,,YES,YES
1988,1,29,5,1617,1610,1641,1630,PI,944,,24,20,,11,7,UCA,SYR,37,,,0,,0,,,,,,YES,YES
1997,1,11,6,800,800,1012,1010,WN,1534,N305,72,70,60,2,0,BUR,PHX,369,2,10,0,,0,,,,,,YES,NO
2003,1,17,5,1222,1226,1508,1515,UA,1036,N342UA,106,109,86,-7,-4,DEN,DFW,641,3,17,0,,0,,,,,,NO,NO
1988,1,29,5,1001,1002,1100,1116,PI,960,,59,74,,-16,-1,BWI,BDL,283,,,0,,0,,,,,,NO,NO
2005,1,19,3,1749,1735,1906,1911,UA,595,N550UA,137,156,122,-5,14,DEN,SFO,967,3,12,0,,0,0,0,0,0,0,NO,YES
2006,1,12,4,,955,,1112,US,1654,0,,77,,,,DCA,ALB,318,0,0,1,B,0,0,0,0,0,0,YES,YES
2007,1,2,2,816,815,909,930,WN,2442,N743,113,135,100,-21,1,HOU,ABQ,759,3,10,0,,0,0,0,0,0,0,NO,YES
2006,1,11,3,935,939,1054,1101,US,165,N166AW,79,82,62,-7,-4,SJC,LAS,386,7,10,0,,0,0,0,0,0,0,NO,NO
1992,1,14,2,,1315,,1416,US,63,,,61,,,,CLE,IND,261,,,1,,0,,,,,,YES,YES
1999,1,5,2,1701,1630,1948,1936,US,1853,N777AU,227,246,202,12,31,SJU,PHL,1576,7,18,0,,0,,,,,,YES,YES
2001,1,10,3,1638,1635,1808,1800,US,379,N851äâ,90,85,67,8,3,PIT,HPN,345,4,19,0,,0,,,,,,YES,YES
2008,1,3,4,1315,1300,1500,1500,WN,687,N663SW,165,180,149,0,15,MCO,AUS,993,5,11,0,,0,,,,,,NO,YES
2003,1,28,2,1544,1510,1839,1751,UA,1081,N803UA,235,221,202,48,34,ORD,TUS,1437,7,26,0,,0,,,,,,YES,YES
2003,1,3,5,1414,1420,1611,1600,UA,1021,N365UA,117,100,84,11,-6,BOS,IAD,413,4,29,0,,0,,,,,,YES,NO
1999,1,15,5,1924,1916,2055,2018,US,1785,N803US,91,62,46,37,8,SYR,PHL,228,28,17,0,,0,,,,,,YES,YES
1988,1,17,7,1851,1846,1956,1954,PS,1460,,65,68,,2,5,OAK,BUR,325,,,0,,0,,,,,,YES,YES
1998,1,3,6,640,640,837,828,HP,2572,N187AW,117,108,96,9,0,COS,PHX,551,5,16,0,,0,,,,,,YES,NO
2007,1,2,2,1200,1155,1349,1400,WN,2628,N619SW,49,65,39,-11,5,MDW,DTW,229,4,6,0,,0,0,0,0,0,0,NO,YES
1993,1,12,2,1302,1240,1429,1356,US,99,,87,76,,33,22,PIT,IND,325,,,0,,0,,,,,,YES,YES
1995,1,27,5,612,615,912,916,US,89,N447US,120,121,97,-4,-3,STL,PHL,813,10,13,0,,0,,,,,,NO,NO
2000,1,14,5,1914,1915,2136,2130,HP,2192,N805AW,262,255,245,6,-1,CMH,PHX,1671,6,11,0,,0,,,,,,YES,NO
2005,1,11,2,1736,1743,1937,1946,UA,597,N570UA,121,123,101,-9,-7,SEA,SFO,679,5,15,0,,0,0,0,0,0,0,NO,NO
2000,1,1,6,928,930,1052,1100,HP,2765,N649AW,144,150,124,-8,-2,AUS,PHX,872,6,14,0,,0,,,,,,NO,NO
1990,1,31,3,2100,2100,2152,2159,US,34,,52,59,,-7,0,BWI,LGA,185,,,0,,0,,,,,,NO,NO
1998,1,6,2,902,900,1043,1110,DL,319,N469DA,221,250,207,-27,2,CVG,PHX,1569,3,11,0,,0,,,,,,NO,YES
1998,1,2,5,1237,1220,1420,1409,UA,2761,N928UA,103,109,90,11,17,DEN,PHX,602,3,10,0,,0,,,,,,YES,YES
2007,1,2,2,850,850,951,1000,WN,1117,N384SW,121,130,105,-9,0,MCI,ABQ,718,4,12,0,,0,0,0,0,0,0,NO,NO
1993,1,2,6,755,750,1505,1519,US,76,,250,269,,-14,5,SAN,PIT,2106,,,0,,0,,,,,,NO,YES
2006,1,11,3,1238,1245,1405,1421,US,2035,N754UW,87,96,73,-16,-7,BOS,DCA,399,3,11,0,,0,0,0,0,0,0,NO,NO
1988,1,4,1,1107,950,1219,1050,PI,943,,72,60,,89,77,LGA,SYR,198,,,0,,0,,,,,,YES,YES
1990,1,4,4,2038,2015,2101,2054,US,29,,23,39,,7,23,LAX,SAN,109,,,0,,0,,,,,,YES,YES
1999,1,15,5,1557,1549,1914,1900,TW,710,N903TW,137,131,108,14,8,STL,PHL,813,10,19,0,,0,,,,,,YES,YES
1987,10,16,5,1835,1830,1935,1931,PS,1538,,60,61,,4,5,SFO,BUR,326,,,0,,0,,,,,,YES,YES
1987,10,7,3,1850,1845,2008,2005,PS,1480,,78,80,,3,5,SFO,SAN,447,,,0,,0,,,,,,YES,YES
2001,1,12,5,,700,,814,US,401,äNKNOæ,,74,,,,PHL,PIT,267,0,0,1,,0,,,,,,YES,YES
2008,1,3,4,1437,1320,1633,1535,WN,48,N661SW,116,135,105,58,77,ORF,TPA,717,5,6,0,,0,25,0,0,0,33,YES,YES
2002,1,13,7,1252,1300,1352,1359,US,752,N395äâ,60,59,43,-7,-8,SAV,CLT,213,5,12,0,,0,,,,,,NO,NO
1997,1,1,3,1300,1300,1436,1505,DL,159,N954DL,216,245,199,-29,0,CVG,PHX,1569,4,13,0,,0,,,,,,NO,NO
1998,1,28,3,1920,1920,2141,2152,CO,1605,N18622,261,272,237,-11,0,CLE,PHX,1737,4,20,0,,0,,,,,,NO,NO
1991,1,20,7,1216,1215,1329,1336,US,121,,73,81,,-7,1,EWR,PIT,319,,,0,,0,,,,,,NO,YES
1992,1,10,5,731,730,1034,1017,US,70,,123,107,,17,1,MSP,PIT,726,,,0,,0,,,,,,YES,YES
1998,1,8,4,1922,1920,2147,2152,CO,1605,N14629,265,272,239,-5,2,CLE,PHX,1737,7,19,0,,0,,,,,,NO,YES
1996,1,27,6,1308,1255,1515,1452,DL,159,N943DL,247,237,232,23,13,CVG,PHX,1569,4,11,0,,0,,,,,,YES,YES
2000,1,24,1,853,840,1145,1140,WN,1293,N730,232,240,223,5,13,BHM,PHX,1455,3,6,0,,0,,,,,,YES,YES
1987,10,10,6,654,653,806,757,PS,1543,,72,64,,9,1,BUR,SMF,358,,,0,,0,,,,,,YES,YES
2003,1,16,4,951,935,1036,1018,UA,1087,N545UA,165,163,143,18,16,IND,DEN,977,5,17,0,,0,,,,,,YES,YES
1995,1,21,6,1643,1645,1734,1742,US,2489,N958VJ,51,57,39,-8,-2,ORF,PHL,211,4,8,0,,0,,,,,,NO,NO
2003,1,13,1,1221,1226,1505,1515,UA,1036,N329UA,104,109,82,-10,-5,DEN,DFW,641,8,14,0,,0,,,,,,NO,NO
2005,1,31,1,1354,1400,1958,1954,UA,586,N520UA,244,234,213,4,-6,SNA,ORD,1726,15,16,0,,0,0,0,0,0,0,YES,NO
1999,1,15,5,1155,1037,1513,1347,TW,712,N928TW,138,130,105,86,78,STL,PHL,813,4,29,0,,0,,,,,,YES,YES
1991,1,29,2,1743,1745,1928,1925,US,124,,105,100,,3,-2,CLT,EWR,529,,,0,,0,,,,,,YES,NO
1995,1,20,5,2037,2017,3,2321,TW,446,N54329,146,124,106,42,20,STL,PHL,813,5,35,0,,0,,,,,,YES,YES
1995,1,15,7,1830,1830,1928,1936,US,2601,N259AU,58,66,48,-8,0,ROC,PHL,257,6,4,0,,0,,,,,,NO,NO
1995,1,27,5,1840,1840,2108,2115,US,2298,N807US,148,155,137,-7,0,RSW,PHL,992,2,9,0,,0,,,,,,NO,NO
1990,1,21,7,712,700,936,938,US,47,,144,158,,-2,12,FLL,PHL,992,,,0,,0,,,,,,NO,YES
1999,1,10,7,1605,1605,1709,1715,WN,1474,N623,64,70,52,-6,0,ABQ,PHX,328,5,7,0,,0,,,,,,NO,NO
1993,1,22,5,659,700,843,856,US,109,,104,116,,-13,-1,PHL,IND,587,,,0,,0,,,,,,NO,NO
2003,1,22,3,1013,1005,1230,1229,UA,1078,N376UA,77,84,60,1,8,DEN,OMA,472,3,14,0,,0,,,,,,YES,YES
2006,1,11,3,1127,1130,1355,1405,US,185,N606AU,148,155,130,-10,-3,PHL,MCO,861,4,14,0,,0,0,0,0,0,0,NO,NO
1991,1,12,6,739,655,,759,US,135,,,64,,,44,PHL,BOS,280,,,0,,1,,,,,,YES,YES
1997,1,17,5,700,700,759,810,WN,1609,N600,59,70,47,-11,0,ABQ,PHX,328,3,9,0,,0,,,,,,NO,NO
2003,1,28,2,1537,1545,1723,1731,UA,1044,N358UA,106,106,86,-8,-8,BOI,DEN,649,9,11,0,,0,,,,,,NO,NO
1994,1,7,5,1314,1310,1603,1555,US,228,,109,105,,8,4,ORD,CLT,599,,,0,,0,,,,,,YES,YES
1998,1,13,2,1856,1900,2052,2109,HP,2864,N620AW,236,249,222,-17,-4,CMH,PHX,1671,6,8,0,,0,,,,,,NO,NO
2004,1,15,4,1323,1325,1517,1522,UA,500,N306UA,54,57,33,-5,-2,ORD,IND,177,7,14,0,,0,0,0,0,0,0,NO,NO
1999,1,29,5,630,630,732,740,WN,572,N609,62,70,47,-8,0,ABQ,PHX,328,4,11,0,,0,,,,,,NO,NO
1993,1,25,1,1051,1050,1302,1258,US,103,,131,128,,4,1,LGA,GSP,610,,,0,,0,,,,,,YES,YES
2003,1,26,7,1358,1400,1534,1540,UA,1021,N342UA,96,100,81,-6,-2,BOS,IAD,413,4,11,0,,0,,,,,,NO,NO
2006,1,12,4,1913,1915,2113,2133,US,617,N645AW,240,258,220,-20,-2,ATL,PHX,1587,8,12,0,,0,0,0,0,0,0,NO,NO
1988,1,29,5,,2355,,102,PS,1438,,,67,,,,SFO,LAX,337,,,1,,0,,,,,,YES,YES
1993,1,16,6,700,700,759,755,US,69,,59,55,,4,0,DTW,PIT,201,,,0,,0,,,,,,YES,NO
1989,1,24,2,1343,1340,1605,1609,UA,191,,322,329,,-4,3,IAD,LAX,2288,,,0,,0,,,,,,NO,YES
1991,1,26,6,1451,1450,1533,1538,US,122,,42,48,,-5,1,CHS,CLT,168,,,0,,0,,,,,,NO,YES
2008,1,3,4,1758,1730,1957,1935,WN,2474,N776WN,59,65,48,22,28,MDW,CMH,284,3,8,0,,0,22,0,0,0,0,YES,YES
2000,1,19,3,1500,1504,1855,1851,HP,823,N642AW,355,347,332,4,-4,BOS,PHX,2300,5,18,0,,0,,,,,,YES,NO
2000,1,28,5,1006,1010,1151,1202,UA,2757,N388UA,105,112,93,-11,-4,DEN,PHX,602,2,10,0,,0,,,,,,NO,NO
1999,1,31,7,2212,2136,110,40,TW,446,N9620D,118,124,104,30,36,STL,PHL,813,4,10,0,,0,,,,,,YES,YES
2008,1,3,4,949,900,1103,1020,WN,1486,N613SW,74,80,61,43,49,LAX,SMF,373,5,8,0,,0,40,0,0,0,3,YES,YES
1995,1,3,2,,705,,800,US,2722,UNKNOW,,55,77,,,RIC,PHL,198,3,15,1,,0,,,,,,YES,YES
1990,1,1,1,2347,2155,53,2309,US,54,,66,74,,104,112,PIT,EWR,319,,,0,,0,,,,,,YES,YES
1996,1,3,3,916,830,1145,1101,US,175,N446US,269,271,256,44,46,CLT,PHX,1774,3,10,0,,0,,,,,,YES,YES
2004,1,25,7,837,842,1007,1017,UA,497,N832UA,150,155,133,-10,-5,DEN,SJC,948,6,11,0,,0,0,0,0,0,0,NO,NO
2003,1,28,2,1249,1254,1431,1437,UA,1072,N937UA,102,103,87,-6,-5,BOI,DEN,649,7,8,0,,0,,,,,,NO,NO
1989,1,24,2,1609,1550,1642,1616,UA,227,,93,86,,26,19,OMA,DEN,472,,,0,,0,,,,,,YES,YES
2002,1,21,1,2008,1950,2143,2135,US,785,N768äæ,155,165,130,8,18,PHL,STL,813,3,22,0,,0,,,,,,YES,YES
1993,1,21,4,1458,1455,2021,2010,US,98,,203,195,,11,3,PHX,IND,1489,,,0,,0,,,,,,YES,YES
2004,1,27,2,1700,1705,1816,1828,UA,511,N421UA,136,143,116,-12,-5,DEN,SNA,846,7,13,0,,0,0,0,0,0,0,NO,NO
2004,1,10,6,807,814,921,930,UA,510,N304UA,74,76,58,-9,-7,ABQ,DEN,349,5,11,0,,0,0,0,0,0,0,NO,NO
1998,1,21,3,1916,1920,2143,2152,CO,1605,N14639,267,272,244,-9,-4,CLE,PHX,1737,6,17,0,,0,,,,,,NO,NO
1989,1,31,2,945,945,1310,1301,UA,226,,145,136,,9,0,DEN,ORD,888,,,0,,0,,,,,,YES,NO
2008,1,3,4,1700,1605,1805,1725,WN,2730,N273WN,245,260,236,40,55,SDF,LAS,1624,4,5,0,,0,1,0,0,0,39,YES,YES
1997,1,31,5,1415,1415,1609,1602,HP,2028,N155AW,114,107,87,7,0,DEN,PHX,602,5,22,0,,0,,,,,,YES,NO
1990,1,28,7,2053,2050,2207,2203,US,38,,74,73,,4,3,LGA,ORF,296,,,0,,0,,,,,,YES,YES
1989,1,16,1,614,615,645,649,UA,204,,31,34,,-4,-1,MKE,ORD,67,,,0,,0,,,,,,NO,NO
1987,10,9,5,1859,1855,2027,1957,PS,1514,,88,62,,30,4,SJC,LAX,308,,,0,,0,,,,,,YES,YES
1993,1,10,7,1800,1745,1917,1850,US,116,,77,65,,27,15,ROC,BOS,343,,,0,,0,,,,,,YES,YES
2003,1,29,3,1554,1510,1824,1751,UA,1081,N827UA,210,221,193,33,44,ORD,TUS,1437,7,10,0,,0,,,,,,YES,YES
2007,1,1,1,1401,1400,1607,1630,WN,812,N482,186,210,174,-23,1,STL,PHX,1262,5,7,0,,0,0,0,0,0,0,NO,YES
2003,1,19,7,1743,1755,1857,1854,UA,1071,N446UA,194,179,174,3,-12,DTW,DEN,1123,7,13,0,,0,,,,,,YES,NO
2008,1,3,4,751,750,801,805,WN,238,N680AA,70,75,54,-4,1,PHX,ONT,325,4,12,0,,0,,,,,,NO,YES
